id,depth,동작,예상,tree_flag,verdict,req_section,evidence,dup_status
1333321113,10,사용자가 Browser 안에서 Xpair 범위 밖 VSCodium 기능으로 빠짐,접근 불가,terminate,UNSPECIFIED,-,access rule unspecified,
1333321120,10,folder 선택 후 아무 조작도 하지 않음,선택 상태만 유지하고 세션 시작 없음,terminate,UNSPECIFIED,-,no requirement on this UI detail,
1333321121,10,선택한 folder의 하위 항목을 펼침,nested folder 탐색 또는 세션 시작을 판단,continue,BACKED,§1.4 Q0382 Q0384,First connection should be LAN-first: scan the local network with Bonjour,
1333321122,10,사용자가 새 root row의 New Session Here를 클릭함,새 root의 host folder 기준 새 Xpair session 시작 흐름으로 이동,route to: 1234,BACKED,§1.8 Q0480,Sessions is the primary container.,
1333321123,10,사용자가 Browser 안에서 Xpair 범위 밖 VSCodium 기능으로 빠짐,접근 불가,terminate,UNSPECIFIED,-,access rule unspecified,
1333321410,10,활성 row를 보고 아무 조작도 하지 않음,선택 상태만 유지하고 세션 시작 없음,terminate,UNSPECIFIED,-,not directly specified,
1333321411,10,사용자가 선택 folder를 더 펼침,하위 folder 탐색으로 이어짐,continue,UNSPECIFIED,-,no direct requirement for this branch,
1333321412,10,선택한 folder에서 New Session Here를 클릭함,선택 folder 기준 새 Xpair session 시작 흐름으로 이동,route to: 1234,UNSPECIFIED,-,no direct requirement for branch,
1333321413,10,선택한 folder에서 favorite을 토글함,favorite 상태만 바뀌고 Browser 탐색 상태는 유지,terminate,BACKED,§1.4 Q0382 Q0384,First connection should be LAN-first: scan the local network with Bonjour,
1333321414,10,사용자가 Browser 안에서 Xpair 범위 밖 VSCodium 기능으로 빠짐,접근 불가,terminate,UNSPECIFIED,-,access rule unspecified,
1333321420,10,nested folder 목록을 보고 아무 조작도 하지 않음,Browser tree 상태만 유지,terminate,UNSPECIFIED,-,not directly specified,
1333321421,10,사용자가 nested folder를 선택함,nested folder 기준 세션 시작 또는 추가 탐색이 가능,continue,UNSPECIFIED,-,no direct requirement for this branch,
1333321422,10,사용자가 Browser 안에서 Add Root를 다시 누름,추가 host folder 입력 흐름으로 이동,route to: 1333,BACKED,§1.8 Q0398 Q0414 Q0480,Browser should show mapped roots and provide Add Mapping,
1333321423,10,사용자가 Browser 안에서 Xpair 범위 밖 VSCodium 기능으로 빠짐,접근 불가,terminate,UNSPECIFIED,-,access rule unspecified,
1334131210,10,다음 Xpair 표면을 선택하지 않고 멈춤,설정 변경 없이 workbench 상태만 유지,terminate,UNSPECIFIED,-,no direct requirement,
1334131211,10,사용자가 Sessions 표면을 선택함,세션 목록 또는 workbench 세션 표면으로 이동,route to: 1231,BACKED,§1.8 Q0480,Sessions is the primary container.,
1334131212,10,사용자가 Browser 표면을 선택함,mapped root 탐색 흐름으로 이동,route to: 1331,BACKED,§1.8 Q0398 Q0414 Q0480,Browser should show mapped roots and provide Add Mapping,
1334131213,10,사용자가 Add Root 표면을 선택함,host folder 입력 흐름으로 이동,route to: 1333,BACKED,§1.8 Q0398 Q0414 Q0480,Browser should show mapped roots and provide Add Mapping,
1334131214,10,사용자가 Show Logs 표면을 선택함,로그 폴더 확인 또는 collect 흐름으로 이동,route to: 1335,BACKED,"§1.12 Q0380,Q0400",Users must be able to collect logs after a crash or failed setup,
1334131215,10,사용자가 Settings를 다시 엶,같은 Settings editor 상태로 돌아감,route to: 13341,UNSPECIFIED,-,no direct requirement for this branch,
1334131216,10,사용자가 Xpair 범위 밖 VSCodium 표면으로 이동함,접근 불가,terminate,UNSPECIFIED,-,no direct requirement for this branch,
1334132120,10,검색 결과를 읽은 뒤 Settings를 닫음,설정 변경 없이 종료,terminate,UNSPECIFIED,-,no direct requirement,
1334132121,10,사용자가 Xpair 표면으로 이동하려 함,"Sessions, Browser, Add Root, Logs 중 하나로 이동",continue,BACKED,§1.8 Q0480,Sessions is the primary container.,
1334132122,10,사용자가 일반 VSCodium 설정을 수정하려 함,접근 불가,terminate,UNSPECIFIED,-,no direct requirement for this UI detail,
1334132123,10,사용자가 Settings 검색을 계속함,Xpair 관련 정보 확인만 허용,route to: 1334132,UNSPECIFIED,-,no direct requirement for this branch,
1334133220,10,JSON settings를 닫음,설정 변경 없이 workbench로 복귀,terminate,UNSPECIFIED,-,no direct requirement,
1334133221,10,사용자가 Xpair command palette를 엶,Xpair 관련 command만 userflow 대상으로 허용,continue,UNSPECIFIED,-,no direct requirement for this branch,
1334133222,10,사용자가 JSON settings를 수정하려 함,접근 불가,terminate,UNSPECIFIED,-,access rule unspecified,
1334133223,10,사용자가 Xpair 범위 밖 보조 링크나 기본 기능으로 이동함,접근 불가,terminate,UNSPECIFIED,-,no direct requirement for this branch,
1335211110,10,진행 출력 중 terminal을 닫음,로그 묶음 결과 확인 없이 종료,terminate,UNSPECIFIED,-,not directly specified,
1335211111,10,사용자가 출력을 계속 기다림,"추가 진행, 성공, 실패, 중단 중 하나로 분기",continue,UNSPECIFIED,-,no direct requirement for this UI detail,
1335211112,10,collect terminal에서 Xpair 범위 밖 shell 명령을 실행하려 함,"접근 불가, 로그 수집 userflow 밖으로 종료",terminate,UNSPECIFIED,-,no requirement on this UI detail,
1335211210,10,경로 확인 뒤 아무 조작도 하지 않음,생성된 tarball 위치만 확인하고 종료,terminate,UNSPECIFIED,-,no direct requirement,
1335211211,10,tarball 경로를 복사함,외부 bug report에 첨부할 경로를 준비한다,continue,BACKED,§1.12 Q0380 Q0400,collect logs after a crash or failed setup,
1335211212,10,성공 후 Xpair 범위 밖 파일 편집이나 SCM으로 이동함,접근 불가,terminate,UNSPECIFIED,-,no requirement on blocking surface,
1335212110,10,경로 복사 뒤 아무 조작도 하지 않음,복사한 경로만 남기고 종료,terminate,UNSPECIFIED,-,no direct requirement,
1335212111,10,복사한 경로를 사용하려 함,"로그 폴더 확인, 새 collect, 외부 전달 중 하나로 분기",continue,BACKED,§1.12 Q0380 Q0400,Users must be able to collect logs after a crash or failed setup,
1335212112,10,즉시 성공 후 Xpair 범위 밖 파일 편집이나 SCM으로 이동함,접근 불가,terminate,UNSPECIFIED,-,not directly specified,
1335213310,10,붙여넣기 뒤 Xpair로 돌아오지 않음,Xpair 내부 로그 수집 흐름은 종료,terminate,UNSPECIFIED,-,no explicit requirement,
1335213311,10,사용자가 Xpair로 돌아와 collect를 다시 실행함,로그 수집을 같은 흐름으로 재시도,route to: 133521,BACKED,"§1.12 Q0380,Q0400",Users must be able to collect logs after a crash or failed setup,
1335213312,10,사용자가 Show Logs를 다시 실행함,로그 폴더 reveal과 collect 선택 흐름으로 돌아간다,route to: 13351,BACKED,"§1.12 Q0380,Q0400",Users must be able to collect logs after a crash or failed setup,
1335213313,10,사용자가 오류 내용만 확인하고 terminal을 닫음,로그 묶음 없이 종료,terminate,UNSPECIFIED,-,no direct requirement for this UI detail,
1335213314,10,사용자가 Xpair 범위 밖 IDE 기능으로 이동함,접근 불가,terminate,UNSPECIFIED,-,no direct requirement for this branch,
1335331110,10,command 실행 중 terminal을 닫음,결과 확인 없이 종료,terminate,UNSPECIFIED,-,no requirement on this UI detail,
1335331111,10,사용자가 출력을 계속 기다림,"추가 진행, 성공, 실패, 중단 중 하나로 분기",continue,UNSPECIFIED,-,no direct requirement for this UI detail,
1335331112,10,사용자가 실행 중 Xpair 범위 밖 VSCodium 기능으로 빠짐,접근 불가,terminate,UNSPECIFIED,-,no direct requirement for this branch,
1335331410,10,복사 후 terminal을 닫음,복사한 텍스트만 남고 결과 확인 없이 종료,terminate,UNSPECIFIED,-,no explicit requirement,
1335331411,10,사용자가 출력을 계속 기다림,"추가 진행, 성공, 실패, 중단 중 하나로 분기",continue,UNSPECIFIED,-,no direct requirement for this UI detail,
1335331412,10,사용자가 실행 중 Xpair 범위 밖 VSCodium 기능으로 빠짐,접근 불가,terminate,UNSPECIFIED,-,no direct requirement for this branch,
2111111110,10,host path 치환 직후 사용자가 종료함,세션 생성 없이 종료,terminate,UNSPECIFIED,-,no requirement on this UI detail,
2111111111,10,host directory check를 실행함,host path 존재 여부에 따라 remote setup 또는 stale mapping으로 분기,continue,BACKED,§1.7 Q0041 Q0042 Q0043,maps client paths to host paths,
2111111112,10,사용자가 mapped folder를 local target으로 열도록 선택함,Finder Quick Action 입력은 local launch 흐름으로 이동,route to: 311,UNSPECIFIED,-,no direct requirement for this branch,
2111111113,10,사용자가 실행 표면을 닫음,host path 계산 이후 attach 없이 종료,terminate,UNSPECIFIED,-,no direct requirement for this branch,
2111111210,10,host path 확정 뒤 사용자가 종료함,host path 계산 이후 attach 없이 종료,terminate,UNSPECIFIED,-,no requirement on this UI detail,
2111111211,10,host path 치환 결과를 검증함,directory check 또는 stale mapping 흐름으로 분기,continue,BACKED,§1.7 Q0041 Q0042 Q0043,maps client paths to host paths,
2111111212,10,사용자가 mapping 재선택이나 편집을 시도함,Finder Quick Action flow 밖이라 mapping 복구 흐름으로 이동,route to: 313,UNSPECIFIED,-,no direct requirement for this branch,
2111111213,10,사용자가 mapped folder를 local target으로 열도록 선택함,local launch 흐름으로 이동,route to: 311,UNSPECIFIED,-,no direct requirement for this branch,
2111111220,10,longest-prefix 결정 뒤 사용자가 종료함,host path 계산 이후 attach 없이 종료,terminate,UNSPECIFIED,-,not directly specified,
2111111221,10,선택된 mapping의 host path를 사용함,directory check 또는 stale mapping 흐름으로 분기,continue,BACKED,§1.7 Q0041 Q0042 Q0043,Xpair assumes files are available on the host and maps client paths to host paths.,
2111111222,10,사용자가 더 짧은 mapping을 강제로 선택하려 함,"접근 불가, longest-prefix 정책을 유지",terminate,UNSPECIFIED,-,no direct requirement for this branch,
2111111223,10,사용자가 mapped folder를 local target으로 열도록 선택함,local launch 흐름으로 이동,route to: 311,UNSPECIFIED,-,no direct requirement for this branch,
2112111110,10,session 판별 전에 사용자가 종료함,새 session 없이 종료,terminate,UNSPECIFIED,-,no direct requirement,
2112111111,10,같은 project session 상태를 판별함,"없음, detached, attached 중 하나로 분기",continue,BACKED,"§1.6 Q0056,Q0153,Q0154",launching/attaching persistent host sessions from the client.,
2112111112,10,agent CLI 확인이 아직 필요함,configured agent CLI 확인 흐름으로 이동,route to: 2112112,BACKED,§1.3 Q0541,onboarding should check for that tool,
2112112110,10,session 상태 판별 전에 사용자가 종료함,새 session 없이 종료,terminate,UNSPECIFIED,-,no direct requirement,
2112112111,10,session 상태 판별을 실행함,"없음, detached, attached 중 하나로 분기",continue,UNSPECIFIED,-,no direct requirement,
2112112112,10,사용자가 실행 표면을 닫음,agent 실행 없이 종료,terminate,UNSPECIFIED,-,no direct requirement for this branch,
2112113110,10,attach 선택 전에 사용자가 종료함,생성된 session은 detached 상태로 남을 수 있음,terminate,BACKED,§1.6 Q0061,Detached/orphaned session handling is part of the launcher requirement,
2112113111,10,attach transport를 선택함,mosh 또는 ssh TTY로 remote tmux session에 붙음,continue,UNSPECIFIED,-,no direct requirement,
2112113112,10,사용자가 Xpair 범위 밖 terminal 기능을 조작함,접근 불가,terminate,UNSPECIFIED,-,no direct requirement for this branch,
2112113210,10,mosh 실행 전에 사용자가 종료함,기존 session은 detached 상태로 남음,terminate,BACKED,§1.6 Q0061 Q0062 Q0063,Detached/orphaned session handling is part of the launcher requirement,
2112113211,10,mosh attach가 실행됨,remote tmux 화면 또는 실패로 분기,continue,UNSPECIFIED,-,not directly specified,
2112113212,10,attached agent 화면에서 prompt를 입력함,agent 자체 대화로 넘어가며 launch flow는 종료,terminate,UNSPECIFIED,-,no direct requirement,
2112113213,10,사용자가 Xpair 범위 밖 terminal 기능을 조작함,접근 불가,terminate,UNSPECIFIED,-,no direct requirement for this branch,
2112113220,10,ssh 실행 전에 사용자가 종료함,기존 session은 detached 상태로 남음,terminate,BACKED,§1.6 Q0061 Q0062 Q0063,Detached/orphaned session handling is part of the launcher requirement,
2112113221,10,ssh TTY attach가 실행됨,remote tmux 화면 또는 실패로 분기,continue,UNSPECIFIED,-,no direct requirement,
2112113222,10,attached agent 화면에서 prompt를 입력함,agent 자체 대화로 넘어가며 launch flow는 종료,terminate,UNSPECIFIED,-,no direct requirement,
2112113223,10,사용자가 Xpair 범위 밖 terminal 기능을 조작함,접근 불가,terminate,UNSPECIFIED,-,no direct requirement for this branch,
2112113310,10,생성 성공 직후 사용자가 종료함,새 session은 detached 상태로 남고 attach 없이 종료,terminate,BACKED,§1.6 Q0061 Q0062 Q0063,Detached/orphaned session handling is part of the launcher requirement,
2112113311,10,attach transport를 선택함,mosh 또는 ssh TTY로 새 session에 붙음,continue,UNSPECIFIED,-,no direct requirement,
2112113312,10,사용자가 Xpair 범위 밖 terminal 기능을 조작함,접근 불가,terminate,UNSPECIFIED,-,no direct requirement for this branch,
2112211110,10,생성 직후 attach 전에 사용자가 종료함,새 session은 detached 상태로 남고 기존 attached session은 유지,terminate,BACKED,§1.6 Q0061 Q0062 Q0063,Detached/orphaned session handling is part of the launcher requirement,
